ENTREZID	SYMBOL
80324	PUS1
745	MYRF
817	CAMK2D
54893	MTMR10
10399	RACK1
51123	ZNF706
51008	ASCC1
29	ABR
5191	PEX7
5756	TWF1
55679	LIMS2
8603	FAM193A
7538	ZFP36
64853	AIDA
22832	CEP162
57466	SCAF4
1847	DUSP5
4345	CD200
51100	SH3GLB1
9652	TTC37
445372	TRIM6-TRIM34
9662	CEP135
26782	SNORA66
8611	PLPP1
55893	ZNF395
9941	EXOG
10952	SEC61B
23424	TDRD7
65110	UPF3A
11176	BAZ2A
84900	RNFT2
29044	NA
23529	CLCF1
162	AP1B1
57551	TAOK1
6626	SNRPA
393	ARHGAP4
1832	DSP
3858	KRT10
60672	MIIP
2527	FUT5
9678	PHF14
51138	COPS4
7844	RNF103
646912	RPL7P52
8460	TPST1
27299	ADAMDEC1
9674	KIAA0040
2872	MKNK2
4534	MTM1
9110	MTMR4
7319	UBE2A
84717	HDGFL2
23244	PDS5A
10076	PTPRU
22897	CEP164
79157	MFSD11
1604	CD55
54623	PAF1
3709	ITPR2
440456	PLEKHM1P1
6773	STAT2
23341	DNAJC16
55236	UBA6
9880	ZBTB39
84196	USP48
9802	DAZAP2
11171	STRAP
7916	PRRC2A
6439	SFTPB
3460	IFNGR2
56910	STARD7
2124	EVI2B
81615	TMEM163
10521	DDX17
64976	MRPL40
80047	NA
975	CD81
57596	BEGAIN
2260	FGFR1
291	SLC25A4
79904	NA
84163	GTF2IRD2
120	ADD3
83737	ITCH
8065	CUL5
80237	ELL3
6134	RPL10
10114	HIPK3
23358	USP24
11064	CNTRL
23387	SIK3
64864	RFX7
440434	LOC440434
58516	SINHCAF
51447	IP6K2
24138	IFIT5
51643	TMBIM4
203197	TMEM268
9410	SNRNP40
7324	UBE2E1
2683	B4GALT1
7444	VRK2
653566	SPCS2P4
4953	ODC1
3635	INPP5D
84436	ZNF528
9100	USP10
6046	BRD2
8106	PABPN1
8798	DYRK4
11253	MAN1B1
55577	NAGK
5073	PARN
10418	SPON1
55905	RNF114
55567	DNAH3
79048	SECISBP2
79984	NA
7247	TSN
6711	SPTBN1
7014	TERF2
731901	NA
23071	ERP44
6000	RGS7
677	ZFP36L1
54799	MBTD1
7259	TSPYL1
9140	ATG12
23074	UHRF1BP1L
7068	THRB
9550	ATP6V1G1
23047	PDS5B
728453	RPS28P6
2967	GTF2H3
26636	NA
1486	CTBS
2785	GNG3
23527	ACAP2
54733	SLC35F2
1387	CREBBP
7013	TERF1
4858	NOVA2
63935	PCIF1
4126	MANBA
79828	METTL8
84319	CMSS1
440673	NA
10904	BLCAP
8303	SNN
388796	SNHG17
58157	NGB
79731	NARS2
118	ADD1
51188	SS18L2
51569	UFM1
26060	APPL1
54964	C1orf56
56242	ZNF253
25843	MOB4
10923	SUB1
29107	NXT1
57102	C12orf4
80013	MINDY3
57223	PPP4R3B
5931	RBBP7
11094	CACFD1
79693	YRDC
23339	VPS39
140710	SOGA1
23291	FBXW11
60493	FASTKD5
9519	TBPL1
9623	TCL1B
56893	UBQLN4
58155	PTBP2
23759	PPIL2
25897	RNF19A
5955	RCN2
400410	ST20
5609	MAP2K7
23385	NCSTN
55738	ARFGAP1
1499	CTNNB1
151579	BZW1P2
55284	UBE2W
1982	EIF4G2
56672	AKIP1
54148	MRPL39
8739	HRK
4134	MAP4
9337	CNOT8
5387	PMS2P3
10196	PRMT3
3295	HSD17B4
64216	TFB2M
55862	ECHDC1
90121	TSR2
9685	CLINT1
11097	NUP42
64769	MEAF6
442171	RPL10P2
57665	RDH14
84065	TMEM222
54855	TENT5C
641522	NA
57119	EPPIN
64975	MRPL41
10325	RRAGB
9883	POM121
3091	HIF1A
63932	CXorf56
9813	EFCAB14
9527	GOSR1
285231	FBXW12
55507	GPRC5D
22902	RUFY3
5586	PKN2
92335	STRADA
10236	HNRNPR
55974	SLC50A1
140890	SREK1
84549	MAK16
7543	ZFX
57149	LYRM1
440423	SUZ12P1
9020	MAP3K14
196743	PAOX
84759	PCGF1
54904	NSD3
10847	SRCAP
79867	TCTN2
6917	TCEA1
9933	PUM3
55120	FANCL
51512	GTSE1
51072	MEMO1
54583	EGLN1
23080	AVL9
7594	ZNF43
29110	TBK1
83941	TM2D1
4853	NOTCH2
79807	GSTCD
10478	SLC25A17
55471	NDUFAF7
51366	UBR5
11191	PTENP1
441258	NA
51322	WAC
51559	NT5DC3
731069	NA
55208	DCUN1D2
140801	RPL10L
64080	RBKS
22858	ICK
26097	CHTOP
55631	LRRC40
115123	MARCH3
2776	GNAQ
9050	PSTPIP2
3398	ID2
4925	NUCB2
8502	PKP4
3678	ITGA5
10963	STIP1
81579	PLA2G12A
51744	CD244
23710	GABARAPL1
8548	BLZF1
7132	TNFRSF1A
9817	KEAP1
2040	STOM
29071	C1GALT1C1
55852	TEX2
493	ATP2B4
7867	MAPKAPK3
3835	KIF22
1102	RCBTB2
140461	ASB8
87	ACTN1
3069	HDLBP
753	LDLRAD4
6282	S100A11
51474	LIMA1
5998	RGS3
7216	TRO
3554	IL1R1
4702	NDUFA8
1368	CPM
2289	FKBP5
10100	TSPAN2
54491	OTULINL
131566	DCBLD2
4602	MYB
55812	SPATA7
55766	H2AFJ
27243	CHMP2A
8459	TPST2
2273	FHL1
9942	XYLB
8835	SOCS2
10788	IQGAP2
7525	YES1
11034	DSTN
23648	SSBP3
6352	CCL5
54862	CC2D1A
55525	NA
53918	PELO
7862	BRPF1
7169	TPM2
5318	PKP2
945	CD33
1524	CX3CR1
9918	NCAPD2
79844	ZDHHC11
84034	EMILIN2
7076	TIMP1
10129	FRY
1124	CHN2
6001	RGS10
5915	RARB
54477	PLEKHA5
9706	ULK2
9156	EXO1
55711	FAR2
100	ADA
57821	CCDC181
8607	RUVBL1
10404	CPQ
1075	CTSC
23092	ARHGAP26
9568	GABBR2
203069	R3HCC1
79143	MBOAT7
78996	CYREN
2012	EMP1
3248	HPGD
9276	COPB2
9524	TECR
51449	PCYOX1
23678	SGK3
5523	PPP2R3A
22820	COPG1
7039	TGFA
55713	ZNF334
5429	POLH
2774	GNAL
27284	SULT1B1
9446	GSTO1
10362	HMG20B
55010	PARPBP
23040	MYT1L
8819	SAP30
6150	MRPL23
8825	LIN7A
80071	CCDC15
1871	E2F3
6275	S100A4
55957	LIN37
64116	SLC39A8
50515	CHST11
7494	XBP1
51314	NME8
4291	MLF1
4734	NEDD4
81789	TIGD6
699	BUB1
1362	CPD
290	ANPEP
55314	TMEM144
765	CA6
9342	SNAP29
54843	SYTL2
201626	PDE12
11314	CD300A
8644	AKR1C3
2214	FCGR3A
3140	MR1
10280	SIGMAR1
9645	MICAL2
55193	PBRM1
84164	ASCC2
55958	KLHL9
6238	RRBP1
57045	TWSG1
2	A2M
9051	PSTPIP1
64694	NA
1521	CTSW
2887	GRB10
4771	NF2
8743	TNFSF10
728	C5AR1
55505	NOP10
10370	CITED2
23150	FRMD4B
79443	FYCO1
7084	TK2
6905	TBCE
26206	SPAG8
146	ADRA1D
29967	LRP12
7791	ZYX
22871	NLGN1
57823	SLAMF7
5874	RAB27B
1675	CFD
10778	ZNF271P
1052	CEBPD
965	CD58
3075	CFH
388567	ZNF749
54942	ABITRAM
79080	CCDC86
51	ACOX1
5332	PLCB4
84099	ID2B
2035	EPB41
1104	RCC1
7168	TPM1
5891	MOK
1627	DBN1
9365	KL
11130	ZWINT
53	ACP2
79074	C2orf49
5729	PTGDR
4329	ALDH6A1
58503	OPRPN
7343	UBTF
6594	SMARCA1
23236	PLCB1
313	AOAH
957	ENTPD5
5797	PTPRM
9826	ARHGEF11
719	C3AR1
204851	HIPK1
2395	FXN
2619	GAS1
6419	SETMAR
8342	HIST1H2BM
4301	AFDN
10911	UTS2
23428	SLC7A8
613	BCR
112399	EGLN3
5146	PDE6C
26035	GLCE
9231	DLG5
11001	SLC27A2
79698	ZMAT4
4684	NCAM1
3805	KIR2DL4
8807	IL18RAP
9510	ADAMTS1
3823	KLRC3
51348	KLRF1
115653	KIR3DL3
57292	KIR2DL5A
8302	KLRC4
3803	KIR2DL2
6978	TRGV5
3811	KIR3DL1
6846	XCL2
6375	XCL1
3812	KIR3DL2
29125	C11orf21
79977	GRHL2
3821	KLRC1
30009	TBX21
3810	KIR2DS5
3560	IL2RB
3804	KIR2DL3
3824	KLRD1
10578	GNLY
8787	RGS9
55655	NLRP2
8809	IL18R1
4818	NKG7
3807	NA
976	ADGRE5
6498	SKIL
200316	APOBEC3F
353189	SLCO4C1
60489	APOBEC3G
838	CASP5
324	APC
2793	GNGT2
5141	PDE4A
3982	LIM2
3001	GZMA
23108	RAP1GAP2
79899	PRR5L
51341	ZBTB7A
81563	C1orf21
7402	UTRN
3802	KIR2DL1
51571	FAM49B
2140	EYA3
79180	EFHD2
4792	NFKBIA
11000	SLC27A3
2215	FCGR3B
23229	ARHGEF9
6655	SOS2
154	ADRB2
26140	TTLL3
9022	CLIC3
22914	KLRK1
27087	B3GAT1
5159	PDGFRB
11126	CD160
57017	COQ9
3809	KIR2DS4
11098	PRSS23
3458	IFNG
9580	SOX13
2268	FGR
55020	TTC38
3002	GZMB
79661	NEIL1
3806	KIR2DS1
5243	ABCB1
57136	APMAP
3903	LAIR1
28996	HIPK2
5786	PTPRA
9205	ZMYM5
389	RHOC
9172	MYOM2
6876	TAGLN
2796	GNRH1
9437	NCR1
7704	ZBTB16
3689	ITGB2
27036	SIGLEC7
6574	SLC20A1
29021	NA
84525	HOPX
55786	ZNF415
56895	AGPAT4
93594	TBC1D31
5544	PRB3
54596	L1TD1
6202	RPS8
1350	COX7C
54539	NDUFB11
10276	NET1
4085	MAD2L1
2197	FAU
3159	HMGA1
7485	WRB
654434	SNHG20
9551	ATP5MF
1340	COX6B1
9588	PRDX6
2050	EPHB4
23507	LRRC8B
23658	LSM5
5052	PRDX1
6209	RPS15
351	APP
5693	PSMB5
6159	RPL29
7311	UBA52
58526	MID1IP1
4697	NDUFA4
6541	SLC7A1
23593	HEBP2
3099	HK2
29964	PRICKLE4
55163	PNPO
220717	RPLP0P6
60436	TGIF2
55327	LIN7C
6748	SSR4
900	CCNG1
262	AMD1
64777	RMND5B
26586	CKAP2
23531	MMD
55216	NKAPD1
4601	MXI1
514	ATP5F1E
23327	NEDD4L
6566	SLC16A1
22930	RAB3GAP1
2775	GNAO1
340562	SATL1
5324	PLAG1
10210	TOPORS
109	ADCY3
23155	CLCC1
27018	BEX3
80148	PQLC1
219464	OR5T2
51018	RRP15
10289	EIF1B
1854	DUT
64110	MAGEF1
55256	ADI1
7037	TFRC
8766	RAB11A
25842	ASF1A
79133	NDUFAF5
1647	GADD45A
9538	EI24
91300	R3HDM4
23135	KDM6B
10591	DNPH1
4000	LMNA
4213	MEIS3P1
29937	NENF
9859	CEP170
9650	MTFR1
6208	RPS14
113251	LARP4
4234	METTL1
10632	ATP5MG
5213	PFKM
272	AMPD3
7388	UQCRH
80742	PRR3
8458	TTF2
6782	HSPA13
6309	SC5D
25874	MPC2
55110	MAGOHB
2199	FBLN2
9585	KIF20B
22934	RPIA
10626	TRIM16
11017	SNRNP27
29899	GPSM2
6636	SNRPF
165	AEBP1
11224	RPL35
6767	ST13
23189	KANK1
4088	SMAD3
2002	ELK1
79718	TBL1XR1
3070	HELLS
3183	HNRNPC
51108	METTL9
80097	MZT2B
4952	OCRL
2958	GTF2A2
9655	SOCS5
6612	SUMO3
81892	SLIRP
10257	ABCC4
9804	TOMM20
328	APEX1
27346	TMEM97
5597	MAPK6
54901	CDKAL1
10773	ZBTB6
91298	C12orf29
7027	TFDP1
10849	CD3EAP
79649	MAP7D3
10476	ATP5PD
513	ATP5F1D
5519	PPP2R1B
6386	SDCBP
51406	NOL7
4695	NDUFA2
7019	TFAM
392424	RPS5P8
34	ACADM
10953	TOMM34
10606	PAICS
80267	EDEM3
10605	PAIP1
1017	CDK2
1742	DLG4
10857	PGRMC1
23480	SEC61G
57380	MRS2
1763	DNA2
9232	PTTG1
51144	HSD17B12
6251	RSU1
6175	RPLP0
3093	UBE2K
57820	CCNB1IP1
145389	SLC38A6
29103	DNAJC15
310	ANXA7
79752	ZFAND1
10493	VAT1
9829	DNAJC6
10146	G3BP1
2107	ETF1
1477	CSTF1
5961	PRPH2
405	ARNT
54069	MIS18A
65988	ZNF747
79768	KATNBL1
10944	C11orf58
8087	FXR1
8570	KHSRP
79469	DLEU2L
54708	MARCH5
10360	NPM3
2244	FGB
6307	MSMO1
9125	CNOT9
4893	NRAS
7551	ZNF3
4712	NDUFB6
9521	EEF1E1
26052	DNM3
539	ATP5PO
80145	THOC7
157567	ANKRD46
1000	CDH2
10003	NAALAD2
10040	TOM1L1
10062	NR1H3
10079	ATP9A
10126	DNAL4
10157	AASS
10160	FARP1
10165	SLC25A13
10179	RBM7
1019	CDK4
10195	ALG3
10205	MPZL2
1021	CDK6
10229	COQ7
10252	SPRY1
10327	AKR1A1
10329	RXYLT1
10389	SCML2
10419	PRMT5
10455	ECI2
10477	UBE2E3
10489	LRRC41
10497	UNC13B
10527	IPO7
10549	PRDX4
10560	SLC19A2
10576	CCT2
10586	MAB21L2
10613	ERLIN1
10622	POLR3G
10678	B3GNT2
10693	CCT6B
1070	CETN3
10745	PHTF1
10765	KDM5B
10769	PLK2
10799	RPP40
10806	SDCCAG8
10873	ME3
10901	DHRS4
10927	SPIN1
10966	RAB40B
11030	RBPMS
11037	STON1
11041	B4GAT1
11072	DUSP14
11160	ERLIN2
11161	ERG28
11221	DUSP10
11231	SEC63
11331	PHB2
114044	MCM3AP-AS1
114112	TXNRD3
114899	C1QTNF3
115703	ARHGAP33
1161	ERCC8
1207	CLNS1A
124583	CANT1
125058	TBC1D16
127703	C1orf216
128	ADH5
1287	COL4A5
1289	COL5A1
129080	EMID1
1353	COX11
1355	COX15
1374	CPT1A
1393	CRHBP
140462	ASB9
1421	CRYGD
1496	CTNNA2
151230	KLHL23
152559	PAQR3
154754	PRSS3P2
1595	CYP51A1
1652	DDT
166647	ADGRA3
1728	NQO1
1736	DKC1
1793	DOCK1
1809	DPYSL3
1876	E2F6
1939	EIF2D
1962	EHHADH
2023	ENO1
204	AK2
2067	ERCC1
2098	ESD
2099	ESR1
2104	ESRRG
2120	ETV6
2122	MECOM
2132	EXT2
2135	EXTL2
2149	F2R
2150	F2RL1
2188	FANCF
221981	THSD7A
22823	MTF2
2288	FKBP4
22881	ANKRD6
22921	MSRB2
22929	SEPHS1
22955	SCMH1
22978	NT5C2
23007	PLCH1
23028	KDM1A
23037	PDZD2
23090	ZNF423
23107	MRPS27
23111	SPART
23129	PLXND1
2317	FLNB
23193	GANAB
2321	FLT1
23239	PHLPP1
23243	ANKRD28
23270	TSPYL4
23283	CSTF2T
23294	ANKS1A
23301	EHBP1
23322	RPGRIP1L
23326	USP22
23331	TTC28
23355	VPS8
23357	ANGEL1
23361	ZNF629
23363	OBSL1
23382	AHCYL2
23408	SIRT5
23423	TMED3
23514	SPIDR
23516	SLC39A14
23528	ZNF281
23545	ATP6V0A2
23556	PIGN
2356	FPGS
23600	AMACR
23621	BACE1
23635	SSBP2
23637	RABGAP1
23682	RAB38
23708	GSPT2
23741	EID1
253782	CERS6
25814	ATXN10
25828	TXN2
25847	ANAPC13
25895	EEF1AKMT3
2590	GALNT2
25960	ADGRA2
25966	C2CD2
25980	AAR2
26010	SPATS2L
26105	NA
26156	RSL1D1
26227	PHGDH
26275	HIBCH
26520	TIMM9
2653	GCSH
2674	GFRA1
26747	NUFIP1
27032	ATP2C1
27067	STAU2
27315	PGAP2
27316	RBMX
2824	GPM6B
284119	CAVIN1
285260	RPL31P18
286148	DPY19L4
286527	TMSB15B
28957	MRPS28
28958	COA3
28969	BZW2
28971	AAMDC
28981	IFT81
29088	MRPL15
2941	GSTA4
2949	GSTM5
2956	MSH6
2969	GTF2I
29803	REPIN1
29902	FAM216A
29922	NME7
29970	SCHIP1
3033	HADH
3094	HINT1
31	ACACA
3131	HLF
3156	HMGCR
3157	HMGCS1
3182	HNRNPAB
3199	HOXA2
3201	HOXA4
3202	HOXA5
3215	HOXB5
3251	HPRT1
3315	HSPB1
3326	HSP90AB1
3355	HTR1F
3382	ICA1
339229	OXLD1
3480	IGF1R
349152	DPY19L2P2
3543	IGLL1
3595	IL12RB2
3615	IMPDH2
3627	CXCL10
3685	ITGAV
3692	EIF6
374	AREG
374655	ZNF710
374666	WASH3P
3773	KCNJ16
3843	IPO5
387032	ZKSCAN4
388335	TMEM220
388969	C2orf68
389677	RBM12B
3920	LAMP2
394	ARHGAP5
3949	LDLR
399687	MYO18A
400451	FAM174B
4013	VWA5A
4015	LOX
402	ARL2
403	ARL3
404672	GTF2H5
4071	TM4SF1
4076	CAPRIN1
4144	MAT2A
4191	MDH2
4232	MEST
4236	MFAP1
4255	MGMT
4267	CD99
4282	MIF
4300	MLLT3
4350	MPG
4358	MPV17
4363	ABCC1
441024	MTHFD2L
441259	LOC441259
441263	DTX2P1-UPK3BP1-PMS2P11
444	ASPH
4482	MSRA
4594	MMUT
4628	MYH10
4675	NAP1L3
4678	NASP
4681	NBL1
4724	NDUFS4
474343	SPIN2B
4752	NEK3
4763	NF1
4801	NFYB
4830	NME1
4831	NME2
4851	NOTCH1
4854	NOTCH3
4885	NPTX2
501	ALDH7A1
5050	PAFAH1B3
5095	PCCA
51002	TPRKB
51011	FAHD2A
51015	ISOC1
51023	MRPS18C
51054	PLEKHA8P1
51074	APIP
51103	NDUFAF1
51134	CEP83
51147	ING4
51186	TCEAL9
51187	RSL24D1
51205	ACP6
51222	ZNF219
51227	PIGP
51232	CRIM1
51292	GMPR2
51347	TAOK3
5136	PDE1A
51477	ISYNA1
51495	HACD3
51504	TRMT112
51506	UFC1
51603	EEF1AKNMT
51614	ERGIC3
51626	DYNC2LI1
51650	MRPS33
517	ATP5MC2
51741	WWOX
51768	TM7SF3
51809	GALNT7
5193	PEX12
5198	PFAS
5245	PHB
5264	PHYH
5269	SERPINB6
5281	PIGF
5311	PKD2
5357	PLS1
5358	PLS3
5371	PML
5379	PMS2P1
5380	PMS2P2
53826	FXYD6
540	ATP7B
5425	POLD2
54433	GAR1
5445	PON2
54494	C11orf71
54554	WDR5B
54585	LZTFL1
54621	VSIG10
5471	PPAT
54830	NUP62CL
54840	APTX
54865	GPATCH4
54885	TBC1D8B
54914	FOCAD
54948	MRPL16
54969	HPF1
55005	RMND1
55101	DMAC2
55112	WDR60
55128	TRIM68
55133	SRBD1
55146	ZDHHC4
55168	MRPS18A
55179	FAIM
55190	NUDT11
55213	RCBTB1
55218	EXD2
55227	LRRC1
55277	FGGY
55279	ZNF654
552889	ATXN7L3B
55311	ZNF444
55332	DRAM1
55344	PLCXD1
55347	ABHD10
55353	LAPTM4B
55364	IMPACT
55604	CARMIL1
55651	NHP2
55668	GPATCH2L
55686	MREG
55715	DOK4
55726	INTS13
55733	HHAT
55850	USE1
55856	ACOT13
55859	BEX1
55888	ZKSCAN7
5589	PRKCSH
56271	BEX4
5638	PRRG1
5645	PRSS2
5646	PRSS3
56474	CTPS2
56521	DNAJC12
56683	CFAP298
5687	PSMA6
56912	IFT46
56925	LXN
56938	ARNTL2
56985	ADPRM
57001	SDHAF3
57007	ACKR3
57020	VPS35L
57037	ANKMY2
57088	PLSCR4
57099	AVEN
57146	TMEM159
57150	SMIM8
57183	NA
57211	ADGRG6
57235	NA
57523	NYNRIN
57556	SEMA6A
57608	JCAD
57711	ZNF529
5781	PTPN11
57819	LSM2
5832	ALDH18A1
5859	QARS
5898	RALA
594	BCKDHB
5954	RCN1
5977	DPF2
6045	RNF2
607	BCL9
6171	RPL41
6297	SALL2
63035	BCORL1
6335	SCN9A
636	BICD1
63920	ZBED8
63931	MRPS14
6414	SELENOP
642	BLMH
64221	ROBO3
64398	MPP5
644617	NA
6450	SH3BGR
646278	PDCD6IPP2
646593	NA
64754	SMYD3
64866	CDCP1
65084	TMEM135
65244	SPATS2
65250	CPLANE1
6599	SMARCC1
661	POLR3D
6632	SNRPD1
6666	SOX12
6691	SPINK2
6696	SPP1
6717	SRI
6769	STAC
6776	STAT5A
6809	STX3
684	BST2
6894	TARBP1
6897	TARS
6938	TCF12
708	C1QBP
710	SERPING1
7158	TP53BP1
7164	TPD52L1
7205	TRIP6
727852	NA
728225	NA
729137	NA
7292	TNFSF4
7345	UCHL1
7374	UNG
7381	UQCRB
744	MPPED2
7570	ZNF22
7586	ZKSCAN1
7738	ZNF184
7741	ZSCAN26
7743	ZNF189
7775	ZNF232
7798	LUZP1
783	CACNB2
7837	PXDN
78987	CRELD1
78988	MRPL57
78998	RHPN1-AS1
79017	GGCT
79070	POGLUT2
79077	DCTPP1
79090	TRAPPC6A
79172	CENPO
7923	HSD17B8
79582	SPAG16
79614	NA
79633	FAT4
79635	CCDC121
79694	MANEA
79738	BBS10
79754	ASB13
79772	MCTP1
7979	SEM1
79796	ALG9
79870	BAALC
79891	ZNF671
79921	TCEAL4
79946	C10orf95
79956	ERMP1
79986	ZNF702P
80095	ZNF606
80143	SIKE1
80195	TMEM254
80204	FBXO11
80258	EFHC2
80304	WDCP
80310	PDGFD
80321	CEP70
80723	SLC35G2
8079	MLF2
80823	BHLHB9
80869	NA
81031	SLC2A10
81558	FAM117A
81562	LMAN2L
81888	HYI
8204	NRIP1
8323	FZD6
8324	FZD7
83448	PUS7L
835	CASP2
8367	HIST1H4E
8396	PIP4K2B
8418	CMAHP
84263	HSDL2
84629	TNRC18
84747	UNC119B
84890	ADO
8491	MAP4K3
8503	PIK3R3
8508	NIPSNAP1
85363	TRIM5
8540	AGPS
8562	DENR
8574	AKR7A2
8577	TMEFF1
8690	JRKL
8777	MPDZ
8800	PEX11A
8805	TRIM24
8848	TSC22D1
8880	FUBP1
8898	MTMR2
894	CCND2
8971	H1FX
9025	RNF8
90411	MCFD2
90485	ZNF835
9071	CLDN10
90861	JPT2
91851	CHRDL1
91977	MYOZ3
9200	HACD1
9203	ZMYM3
92104	TTC30A
9289	ADGRG1
93081	TEX30
9331	B4GALT6
9338	TCEAL1
9380	GRHPR
93973	ACTR8
9411	ARHGAP29
94239	H2AFV
947	CD34
950	SCARB2
95681	CEP41
9603	NFE2L3
9619	ABCG1
9633	TESMIN
9647	PPM1F
9677	PPIP5K1
9686	VGLL4
9743	ARHGAP32
9747	TCAF1
9760	TOX
9808	KIAA0087
9828	ARHGEF17
9832	JAKMIP2
9844	ELMO1
9851	KIAA0753
9863	MAGI2
987	LRBA
9889	ZBED4
9985	REC8
79923	NANOG
55752	SEPTIN11
27229	TUBGCP4
10749	KIF1C
11333	PDAP1
1955	MEGF9
23250	ATP11A
241	ALOX5AP
2827	GPR3
2870	GRK6
2885	GRB2
51291	GMIP
51422	PRKAG2
57103	TIGAR
5868	RAB5A
7357	UGCG
79685	SAP30L
79860	NA
8477	GPR65
8875	VNN2
9046	DOK2
912	CD1D
9120	SLC16A6
8645	KCNK5
3336	HSPE1
6263	RYR3
3339	HSPG2
10969	EBNA1BP2
4162	MCAM
27131	SNX5
54962	TIPIN
6560	SLC12A4
11169	WDHD1
9801	MRPL19
51053	GMNN
51373	MRPS17
8624	PSMG1
836	CASP3
4869	NPM1
29091	STXBP6
9653	HS2ST1
4582	MUC1
6596	HLTF
27101	CACYBP
54517	PUS7
3329	HSPD1
8706	B3GALNT1
7804	LRP8
55759	WDR12
55720	TSR1
4172	MCM3
4507	MTAP
1645	AKR1C1
3066	HDAC2
10155	TRIM28
5422	POLA1
4072	EPCAM
4522	MTHFD1
5985	RFC5
10166	SLC25A15
813	CALU
7372	UMPS
10856	RUVBL2
2618	GART
54619	CCNJ
1992	SERPINB1
84823	LMNB2
8317	CDC7
1525	CXADR
3067	HDC
6320	CLEC11A
6059	ABCE1
65108	MARCKSL1
54919	DNAAF5
5860	QDPR
81929	SEH1L
404033	NA
84079	ANKRD27
51118	UTP11
5901	RAN
5111	PCNA
51491	NOP16
6635	SNRPE
7851	MALL
10962	MLLT11
3608	ILF2
11052	CPSF6
8803	SUCLA2
3146	HMGB1
28965	SLC27A6
390411	NPM1P22
5902	RANBP1
1646	AKR1C2
9643	MORF4L2
55630	SLC39A4
5889	RAD51C
65260	COA7
1737	DLAT
5557	PRIM1
1503	CTPS1
205	AK4
6742	SSBP1
51116	MRPS2
10935	PRDX3
7167	TPI1
55319	TMA16
97	ACYP1
4436	MSH2
341	APOC1
348995	NUP43
8543	LMO4
60488	MRPS35
6573	SLC19A1
7358	UGDH
29789	OLA1
23160	WDR43
9374	PPT2
51184	GPN3
518	ATP5MC3
64359	NXN
10949	HNRNPA0
7416	VDAC1
908	CCT6A
26517	TIMM13
8209	GATD3A
8520	HAT1
516	ATP5MC1
54960	GEMIN8
9221	NOLC1
23170	TTLL12
3418	IDH2
2589	GALNT1
27089	UQCRQ
10682	EBP
9562	MINPP1
10940	POP1
23468	CBX5
8089	YEATS4
6418	SET
10885	WDR3
7705	ZNF146
86	ACTL6A
144983	HNRNPA1L2
471	ATIC
79583	TMEM231
26608	TBL2
79004	CUEDC2
3939	LDHA
27127	SMC1B
6229	RPS24
4176	MCM7
51121	RPL26L1
6218	RPS17
10434	LYPLA1
6611	SMS
79736	TEFM
4175	MCM6
55833	UBAP2
3015	H2AFZ
7157	TP53
9556	ATP5MPL
8668	EIF3I
9377	COX5A
9761	MLEC
8815	BANF1
65997	RASL11B
6744	ITPRID2
54930	HAUS4
1465	CSRP1
821	CANX
2271	FH
57473	ZNF512B
85002	FAM86B1
79833	GEMIN6
5634	PRPS2
6732	SRPK1
10797	MTHFD2
26519	TIMM10
641903	NA
23421	ITGB3BP
10471	PFDN6
58477	SRPRB
3417	IDH1
6173	RPL36A
51042	ZNF593
5037	PEBP1
57570	TRMT5
55038	CDCA4
79053	ALG8
3276	PRMT1
57180	ACTR3B
3703	STT3A
5553	PRG2
55093	WDYHV1
64430	PCNX4
55183	RIF1
6880	TAF9
10592	SMC2
10463	SLC30A9
10589	DRAP1
1964	EIF1AX
219	ALDH1B1
401251	SAPCD1
10726	NUDC
9868	TOMM70
6296	ACSM3
60526	LDAH
23262	PPIP5K2
10465	PPIH
6749	SSRP1
51022	GLRX2
39	ACAT2
11335	CBX3
84908	FAM136A
10213	PSMD14
57003	CCDC47
6634	SNRPD3
22948	CCT5
150	ADRA2A
10574	CCT7
65109	UPF3B
4285	MIPEP
3376	IARS
55751	TMEM184C
11162	NUDT6
1892	ECHS1
1977	EIF4E
3320	HSP90AA1
4038	LRP4
5683	PSMA2
26135	SERBP1
10541	ANP32B
7203	CCT3
55746	NUP133
9134	CCNE2
9158	FIBP
1856	DVL2
28978	TMEM14A
6950	TCP1
9702	CEP57
120364	HNRNPA1P60
522	ATP5PF
10733	PLK4
79154	DHRS11
4718	NDUFC2
3612	IMPA1
2261	FGFR3
27339	PRPF19
221443	OARD1
728689	EIF3CL
7419	VDAC3
1938	EEF2
1798	DPAGT1
10137	RBM12
498	ATP5F1A
51021	MRPS16
2206	MS4A2
54407	SLC38A2
28998	MRPL13
55622	TTC27
22984	PDCD11
10130	PDIA6
55760	DHX32
9218	VAPA
3151	HMGN2
10575	CCT4
6613	SUMO2
4736	RPL10A
5558	PRIM2
9500	MAGED1
8565	YARS
10282	BET1
83743	GRWD1
89781	HPS4
4725	NDUFS5
3626	INHBC
9735	KNTC1
55172	DNAAF2
10432	RBM14
390354	RPL18AP3
552900	BOLA2
23234	DNAJC9
1211	CLTA
1650	DDOST
10971	YWHAQ
2806	GOT2
63968	NA
140691	TRIM69
6726	SRP9
4691	NCL
390183	RPS4XP13
56969	RPL23AP32
84187	TMEM164
4609	MYC
10069	RWDD2B
5411	PNN
22856	CHSY1
9816	URB2
11260	XPOT
1994	ELAVL1
5433	POLR2D
5690	PSMB2
990	CDC6
5685	PSMA4
55239	OGFOD1
10128	LRPPRC
